"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","participant_gender","stimulus","response","timeout","failed_images","failed_audio","failed_video","figure","difficulty","response_time_seconds","text_response","word_count","response_index","question_order"
"true","1030","fullscreen","0","null","2034","p6st0wyc3pc","","","","","","","","","","","","","","",""
"","8700","html-keyboard-response","1","2.0.0","10737","p6st0wyc3pc","","","
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>"," ","","","","","","","","","","",""
"","1555","survey-text","2","2.0.0","12300","p6st0wyc3pc","","","","{""participant_id"":""crow""}","","","","","","","","","","",""
"true","","preload","3","2.0.0","12499","p6st0wyc3pc","","","","","false","[]","[]","[]","","","","","","",""
"","28740","survey-text","4","2.0.0","41245","p6st0wyc3pc","","","","{""image_description"":""phineas's head from phineas and ferb, looking downwards and hunched over with a rock on his back""}","","","","","stimuli/100.jpg","medium","NaN","phineas's head from phineas and ferb, looking downwards and hunched over with a rock on his back","17","",""
"","168348","survey-text","5","2.0.0","209593","p6st0wyc3pc","","","","{""image_description"":""start with a square. there is a big dipper shape cut out from the top, slightly slanted. on the left side, there are 3 bumps cut out like a mountain range, with the one at the top left the biggest with a flat surface at the peak. the middle one is narrow and pointy. the last one towards the bottom is a pointy and little wider and connected to the middle one. on the bottom, there is a small thin triangle cut out towards the bottom right, with one point of the triangle pointed upwards.""}","","","","","stimuli/84.jpg","medium","NaN","start with a square. there is a big dipper shape cut out from the top, slightly slanted. on the left side, there are 3 bumps cut out like a mountain range, with the one at the top left the biggest with a flat surface at the peak. the middle one is narrow and pointy. the last one towards the bottom is a pointy and little wider and connected to the middle one. on the bottom, there is a small thin triangle cut out towards the bottom right, with one point of the triangle pointed upwards.","95","",""
"","94383","survey-text","6","2.0.0","303976","p6st0wyc3pc","","","","{""image_description"":""rectangle that looks kinda like the state of washington. at the bottom edge in the middle, add a miniature state of nevada shape. at the top right, there is a thin trapezoid cut out, pretty small like 10% of the size of the overall shape, and it is pointing diagonally inwards towards the center.""}","","","","","stimuli/68.jpg","medium","NaN","rectangle that looks kinda like the state of washington. at the bottom edge in the middle, add a miniature state of nevada shape. at the top right, there is a thin trapezoid cut out, pretty small like 10% of the size of the overall shape, and it is pointing diagonally inwards towards the center.","54","",""
"","96032","survey-text","7","2.0.0","400008","p6st0wyc3pc","","","","{""image_description"":""a chicken or bird, with a head and pointy triangular beak pointed downwards at the top right. there is a feather sticking out of its head. moving to the left, there is a wide trapezoidal shape with a triangle cut out of it, sticking upwards as if it is the tail feathers of the bird. towards the bottom of the shape, are two triangles pointing left and right, like legs of an animal.""}","","","","","stimuli/148.jpg","hard","NaN","a chicken or bird, with a head and pointy triangular beak pointed downwards at the top right. there is a feather sticking out of its head. moving to the left, there is a wide trapezoidal shape with a triangle cut out of it, sticking upwards as if it is the tail feathers of the bird. towards the bottom of the shape, are two triangles pointing left and right, like legs of an animal.","73","",""
"","95165","survey-text","8","2.0.0","495174","p6st0wyc3pc","","","","{""image_description"":""square with a big triangle cut out from the left side, and a smaller one cut out from the bottom towards the left. on the top right, the corner is cut out, with an angle of about 135 degrees. at the top side of the square is another small cut out isoceles triangle.""}","","","","","stimuli/60.jpg","medium","NaN","square with a big triangle cut out from the left side, and a smaller one cut out from the bottom towards the left. on the top right, the corner is cut out, with an angle of about 135 degrees. at the top side of the square is another small cut out isoceles triangle.","53","",""
"","26233","survey-text","9","2.0.0","521407","p6st0wyc3pc","","","","{""image_description"":""a rectangle with a bunch of trapezoid tumors sticking out of it. There are two on the right, one on the bottom, and a small one on the left.""}","","","","","stimuli/116.jpg","hard","NaN","a rectangle with a bunch of trapezoid tumors sticking out of it. There are two on the right, one on the bottom, and a small one on the left.","29","",""
