"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","participant_gender","stimulus","response","timeout","failed_images","failed_audio","failed_video","figure","difficulty","response_time_seconds","text_response","word_count","response_index","question_order"
"true","1524","fullscreen","0","null","2535","p2q02rm778m","","","","","","","","","","","","","","",""
"","11170","html-keyboard-response","1","2.0.0","13708","p2q02rm778m","","","
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>",",","","","","","","","","","","",""
"","2756","survey-text","2","2.0.0","16468","p2q02rm778m","","","","{""participant_id"":""horse""}","","","","","","","","","","",""
"true","","preload","3","2.0.0","16630","p2q02rm778m","","","","","false","[]","[]","[]","","","","","","",""
"","46605","survey-text","4","2.0.0","63242","p2q02rm778m","","","","{""image_description"":""it looks like a narwhal with a horn, a curved body, and a tail. it also has a little ear and a spike on its back""}","","","","","stimuli/90.jpg","medium","NaN","it looks like a narwhal with a horn, a curved body, and a tail. it also has a little ear and a spike on its back","26","",""
"","46597","survey-text","5","2.0.0","109842","p2q02rm778m","","","","{""image_description"":""its roughly rectangle shaped, but with mostly jagged edges instead of straight lines""}","","","","","stimuli/82.jpg","medium","NaN","its roughly rectangle shaped, but with mostly jagged edges instead of straight lines","13","",""
"","35019","survey-text","6","2.0.0","144867","p2q02rm778m","","","","{""image_description"":""on the bottom three sides, it is rectangle shaped, but the top line is jagged with three peaks""}","","","","","stimuli/34.jpg","easy","NaN","on the bottom three sides, it is rectangle shaped, but the top line is jagged with three peaks","18","",""
"","36742","survey-text","7","2.0.0","181613","p2q02rm778m","","","","{""image_description"":""it looks like a triangle with a triangle shaped bite taken out of the top""}","","","","","stimuli/26.jpg","easy","NaN","it looks like a triangle with a triangle shaped bite taken out of the top","15","",""
"","48656","survey-text","8","2.0.0","230270","p2q02rm778m","","","","{""image_description"":""it is a six sided shape that looks like the shape of a dirt baseball field. all 6 lines are straight""}","","","","","stimuli/18.jpg","easy","NaN","it is a six sided shape that looks like the shape of a dirt baseball field. all 6 lines are straight","21","",""
"","62722","survey-text","9","2.0.0","292994","p2q02rm778m","","","","{""image_description"":""it is roughly a rectangle attached to two triangles. kind of giving hammerhead shark""}","","","","","stimuli/98.jpg","medium","NaN","it is roughly a rectangle attached to two triangles. kind of giving hammerhead shark","14","",""
"","64095","survey-text","10","2.0.0","357092","p2q02rm778m","","","","{""image_description"":""it looks like a bird with crazy wings. the bottom is bird shaped with a beak and on top of it is a rectangle shaped wing and on top to the right is a wonky jagged wing""}","","","","","stimuli/114.jpg","hard","NaN","it looks like a bird with crazy wings. the bottom is bird shaped with a beak and on top of it is a rectangle shaped wing and on top to the right is a wonky jagged wing","37","",""
"","66275","survey-text","11","2.0.0","423369","p2q02rm778m","","","","{""image_description"":""this shape has a lot of jagged, triangle shaped edges. there is a big triangle on the top and smaller triangles on the roughly square shaped bottom""}","","","","","stimuli/138.jpg","hard","NaN","this shape has a lot of jagged, triangle shaped edges. there is a big triangle on the top and smaller triangles on the roughly square shaped bottom","27","",""
"","68048","survey-text","12","2.0.0","491420","p2q02rm778m","","","","{""image_description"":""it has a jagged wide triangular base with three things coming out of the top. one of those is a triangle, and two are rectangle shaped""}","","","","","stimuli/122.jpg","hard","NaN","it has a jagged wide triangular base with three things coming out of the top. one of those is a triangle, and two are rectangle shaped","26","",""
"","42762","survey-text","13","2.0.0","534185","p2q02rm778m","","","","{""image_description"":""the top is a pentagon and below is a 'leg' coming out of it that is roughly made of two triangles""}","","","","","stimuli/42.jpg","easy","NaN","the top is a pentagon and below is a 'leg' coming out of it that is roughly made of two triangles","21","",""
"","86700","survey-text","14","2.0.0","620888","p2q02rm778m","","","","{""image_description"":""it has 16 sides and is kinda giving parallelogram shape if the edges were triangles""}","","","","","stimuli/66.jpg","medium","NaN","it has 16 sides and is kinda giving parallelogram shape if the edges were triangles","15","",""
"","41922","survey-text","15","2.0.0","662813","p2q02rm778m","","","","{""image_description"":""it is shaped like a 7 if the top of the number was really thick""}","","","","","stimuli/50.jpg","easy","NaN","it is shaped like a 7 if the top of the number was really thick","15","",""
"","40096","survey-text","16","2.0.0","702911","p2q02rm778m","","","","{""image_description"":""it looks like a wolf head. it has a snout and three spikes coming from above that. and an ear above the neck""}","","","","","stimuli/74.jpg","medium","NaN","it looks like a wolf head. it has a snout and three spikes coming from above that. and an ear above the neck","23","",""
"","53071","survey-text","17","2.0.0","755985","p2q02rm778m","","","","{""image_description"":""it kinda looks like a ghost with two arms, a whispy bottom body and a horizontal horn coming out of the head""}","","","","","stimuli/146.jpg","hard","NaN","it kinda looks like a ghost with two arms, a whispy bottom body and a horizontal horn coming out of the head","22","",""
"","68974","survey-text","18","2.0.0","824961","p2q02rm778m","","","","{""image_description"":""it has a wide bottom portion. and a taller portion on top of that, but only on the right side. the edges are very jagged""}","","","","","stimuli/154.jpg","hard","NaN","it has a wide bottom portion. and a taller portion on top of that, but only on the right side. the edges are very jagged","25","",""
"","44619","survey-text","19","2.0.0","869582","p2q02rm778m","","","","{""image_description"":""it looks like a dog. there is a dog head and a front leg. the back leg is very wide and there is a short tail sticking straight up""}","","","","","stimuli/130.jpg","hard","NaN","it looks like a dog. there is a dog head and a front leg. the back leg is very wide and there is a short tail sticking straight up","29","",""
"","89586","survey-text","20","2.0.0","959170","p2q02rm778m","","","","{""image_description"":""it is roughly triangular, like a wide triangle that has a bite take out of the base""}","","","","","stimuli/58.jpg","medium","NaN","it is roughly triangular, like a wide triangle that has a bite take out of the base","17","",""
"","26525","survey-text","21","2.0.0","985698","p2q02rm778m","","","","{""image_description"":""it looks like a bird with a very fat tail and one leg sticking out in front of it""}","","","","","stimuli/106.jpg","medium","NaN","it looks like a bird with a very fat tail and one leg sticking out in front of it","19","",""
"","32791","survey-text","22","2.0.0","1018491","p2q02rm778m","","","","{""image_description"":""it is a quadrilateral with a shorter side on the left and sloped lines on the top and botton""}","","","","","stimuli/10.jpg","easy","NaN","it is a quadrilateral with a shorter side on the left and sloped lines on the top and botton","19","",""
"","20107","survey-text","23","2.0.0","1038601","p2q02rm778m","","","","{""image_description"":""it is an isosceles triangle pointing downwards ""}","","","","","stimuli/2.jpg","easy","NaN","it is an isosceles triangle pointing downwards ","7","",""
"","15545","survey-text","24","2.0.0","1054151","p2q02rm778m","","","","{""participant_major"":""business psychology and cognitive behavioral neuroscience""}","","","","","","","","","","",""
"","2926","survey-multi-choice","25","2.2.0","1057081","p2q02rm778m","","","","{""participant_gender"":""Female""}","","","","","","","","","","[0]","[0]"
