"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","participant_gender","stimulus","response","timeout","failed_images","failed_audio","failed_video","figure","difficulty","response_time_seconds","text_response","word_count","response_index","question_order"
"true","2435","fullscreen","0","null","3441","ppq2r76pggh","","","","","","","","","","","","","","",""
"","2771","html-keyboard-response","1","2.0.0","6215","ppq2r76pggh","","","
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>"," ","","","","","","","","","","",""
"","2699","survey-text","2","2.0.0","8929","ppq2r76pggh","","","","{""participant_id"":""gazelle""}","","","","","","","","","","",""
"true","","preload","3","2.0.0","9238","ppq2r76pggh","","","","","false","[]","[]","[]","","","","","","",""
"","116503","survey-text","4","2.0.0","125743","ppq2r76pggh","","","","{""image_description"":""it looks like a person fell on their knee with a hand on sky while other hand touch the walk to against falling down and drop something out ""}","","","","","stimuli/145.jpg","hard","NaN","it looks like a person fell on their knee with a hand on sky while other hand touch the walk to against falling down and drop something out ","28","",""
"","71452","survey-text","5","2.0.0","197197","ppq2r76pggh","","","","{""image_description"":""it looks like a swam with funny hair swimming or sitting down""}","","","","","stimuli/65.jpg","medium","NaN","it looks like a swam with funny hair swimming or sitting down","12","",""
"","29599","survey-text","6","2.0.0","226796","ppq2r76pggh","","","","{""image_description"":""it looks like a slice of pizza that being cut unevenly ""}","","","","","stimuli/17.jpg","easy","NaN","it looks like a slice of pizza that being cut unevenly ","11","",""
"","44342","survey-text","7","2.0.0","271138","ppq2r76pggh","","","","{""image_description"":""it looks like a regular rectangle ""}","","","","","stimuli/1.jpg","easy","NaN","it looks like a regular rectangle ","6","",""
"","91454","survey-text","8","2.0.0","362593","ppq2r76pggh","","","","{""image_description"":""it looks like a shot cartoon or game character holding a big shield and very big club pointing down the ground""}","","","","","stimuli/121.jpg","hard","NaN","it looks like a shot cartoon or game character holding a big shield and very big club pointing down the ground","21","",""
"","66124","survey-text","9","2.0.0","428718","ppq2r76pggh","","","","{""image_description"":""it looks like a bird with long tail standing on a branch with the head pointing down""}","","","","","stimuli/49.jpg","easy","NaN","it looks like a bird with long tail standing on a branch with the head pointing down","17","",""
