"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","participant_gender","stimulus","response","timeout","failed_images","failed_audio","failed_video","figure","difficulty","response_time_seconds","text_response","word_count","response_index","question_order"
"true","1946966","fullscreen","0","null","1947966","prfqr2th7ko","","","","","","","","","","","","","","",""
"","37774","html-keyboard-response","1","2.0.0","1985743","prfqr2th7ko","","","
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>"," ","","","","","","","","","","",""
"","2632","survey-text","2","2.0.0","1988378","prfqr2th7ko","","","","{""participant_id"":""lemur""}","","","","","","","","","","",""
"true","","preload","3","2.0.0","1988545","prfqr2th7ko","","","","","false","[]","[]","[]","","","","","","",""
"","43860","survey-text","4","2.0.0","2032407","prfqr2th7ko","","","","{""image_description"":""the shape is boxy, and has multiple corners, with many parts of the body coming out. it looks as if it is an animal with its head tilted to the right, with horns on each side""}","","","","","stimuli/107.jpg","hard","NaN","the shape is boxy, and has multiple corners, with many parts of the body coming out. it looks as if it is an animal with its head tilted to the right, with horns on each side","36","",""
"","41670","survey-text","5","2.0.0","2074079","prfqr2th7ko","","","","{""image_description"":""this looks like it is an animal, such as a monkey, that is sitting on a small chair, and the perspective is on the monkey's left side.""}","","","","","stimuli/139.jpg","hard","NaN","this looks like it is an animal, such as a monkey, that is sitting on a small chair, and the perspective is on the monkey's left side.","27","",""
"","58522","survey-text","6","2.0.0","2132578","prfqr2th7ko","","","","{""image_description"":""this shape has three distinct points on the bottom, with a less jagged edge on the top. the first point on the top is quite pointy, as well as the bottom middle and right edges. ""}","","","","","stimuli/59.jpg","medium","NaN","this shape has three distinct points on the bottom, with a less jagged edge on the top. the first point on the top is quite pointy, as well as the bottom middle and right edges. ","35","",""
"","38504","survey-text","7","2.0.0","2171082","prfqr2th7ko","","","","{""image_description"":""this shape is quite boxy, with the lowest point on the bottom right, and has a triangular shape on the middle top. ""}","","","","","stimuli/67.jpg","medium","NaN","this shape is quite boxy, with the lowest point on the bottom right, and has a triangular shape on the middle top. ","22","",""
"","27753","survey-text","8","2.0.0","2198836","prfqr2th7ko","","","","{""image_description"":""this shape is mostly rectangular, slightly tilted to the left, and has a small blunt edge on one of the corners ""}","","","","","stimuli/35.jpg","easy","NaN","this shape is mostly rectangular, slightly tilted to the left, and has a small blunt edge on one of the corners ","21","",""
"","21502","survey-text","9","2.0.0","2220339","prfqr2th7ko","","","","{""image_description"":""this shape is more dynamic, with many edges and corners that surrounds the entire shape. there are many sharp edges and it is not congruent. ""}","","","","","stimuli/123.jpg","hard","NaN","this shape is more dynamic, with many edges and corners that surrounds the entire shape. there are many sharp edges and it is not congruent. ","25","",""
"","106714","survey-text","10","2.0.0","2327054","prfqr2th7ko","","","","{""image_description"":""this shape looks liked a less than sign, with a sharp indent to the middle from left to right. the top part is sharper than the bottom right, which looks more rectangular ""}","","","","","stimuli/43.jpg","easy","NaN","this shape looks liked a less than sign, with a sharp indent to the middle from left to right. the top part is sharper than the bottom right, which looks more rectangular ","32","",""
"","32041","survey-text","11","2.0.0","2359098","prfqr2th7ko","","","","{""image_description"":""this shape has an arrow type of shape that is indented from the top left to the bottom left, and has a jagged edge on the top right side. ""}","","","","","stimuli/91.jpg","medium","NaN","this shape has an arrow type of shape that is indented from the top left to the bottom left, and has a jagged edge on the top right side. ","29","",""
"","25468","survey-text","12","2.0.0","2384568","prfqr2th7ko","","","","{""image_description"":""this shape is very incongruent and has many jagged edges on all four corners, which coming in and out of the shape, in order to create more intricate details ""}","","","","","stimuli/155.jpg","hard","NaN","this shape is very incongruent and has many jagged edges on all four corners, which coming in and out of the shape, in order to create more intricate details ","29","",""
"","12235","survey-text","13","2.0.0","2396805","prfqr2th7ko","","","","{""image_description"":""this is a triangle, that is tilted to the right slightly ""}","","","","","stimuli/3.jpg","easy","NaN","this is a triangle, that is tilted to the right slightly ","11","",""
"","24807","survey-text","14","2.0.0","2421613","prfqr2th7ko","","","","{""image_description"":""(looks like sonic the hedgehog)""}","","","","","stimuli/131.jpg","hard","NaN","(looks like sonic the hedgehog)","5","",""
"","32257","survey-text","15","2.0.0","2453871","prfqr2th7ko","","","","{""image_description"":""this shape looks like a fish. on the top right/middle there are three points, with the middle looking more like a fin and the top and bottom edges more pointy ""}","","","","","stimuli/51.jpg","easy","NaN","this shape looks like a fish. on the top right/middle there are three points, with the middle looking more like a fin and the top and bottom edges more pointy ","30","",""
"","59931","survey-text","16","2.0.0","2513805","prfqr2th7ko","","","","{""image_description"":""the shape has a rectangular head, a bulky rectangular shape to the right of it, and what looks to be like a feet on the bottom right. then, there is a triangular shape on the bottom right, and an flexed feet on the bottom left ""}","","","","","stimuli/115.jpg","hard","NaN","the shape has a rectangular head, a bulky rectangular shape to the right of it, and what looks to be like a feet on the bottom right. then, there is a triangular shape on the bottom right, and an flexed feet on the bottom left ","45","",""
"","52724","survey-text","17","2.0.0","2566535","prfqr2th7ko","","","","{""image_description"":""(looks like a fox) the shape has a indent in the top middle to the bottom middle in a somewhat triangular shape, and have several pointy edges on the top left, top right, and bottom left. ""}","","","","","stimuli/83.jpg","medium","NaN","(looks like a fox) the shape has a indent in the top middle to the bottom middle in a somewhat triangular shape, and have several pointy edges on the top left, top right, and bottom left. ","36","",""
