"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","participant_gender","stimulus","response","timeout","failed_images","failed_audio","failed_video","figure","difficulty","response_time_seconds","text_response","word_count","response_index","question_order"
"true","3632","fullscreen","0","null","4637","pqf2c09ge3o","","","","","","","","","","","","","","",""
"","13833","html-keyboard-response","1","2.0.0","18474","pqf2c09ge3o","","","
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>"," ","","","","","","","","","","",""
"","5197","survey-text","2","2.0.0","23675","pqf2c09ge3o","","","","{""participant_id"":""ladybug""}","","","","","","","","","","",""
"true","","preload","3","2.0.0","24022","pqf2c09ge3o","","","","","false","[]","[]","[]","","","","","","",""
"","115196","survey-text","4","2.0.0","139240","pqf2c09ge3o","","","","{""image_description"":""This shape is pretty amazing, with a total of 23 sides. It looks a bit like an anteater blob, with one part of it sticking out like its nose/mouth. It looks like a bunch of shapes smushed together with the inner lines erased.""}","","","","","stimuli/107.jpg","hard","NaN","This shape is pretty amazing, with a total of 23 sides. It looks a bit like an anteater blob, with one part of it sticking out like its nose/mouth. It looks like a bunch of shapes smushed together with the inner lines erased.","43","",""
"","100893","survey-text","5","2.0.0","240174","pqf2c09ge3o","","","","{""image_description"":""Oh jeez, this shape is very weird. It is made up of 30 lines. It kind of looks like one of the MBTI characters, with its right hand straight up and right leg stuck out, with the left leg kneeling down. It seems to be wearing a long boat hat too.""}","","","","","stimuli/147.jpg","hard","NaN","Oh jeez, this shape is very weird. It is made up of 30 lines. It kind of looks like one of the MBTI characters, with its right hand straight up and right leg stuck out, with the left leg kneeling down. It seems to be wearing a long boat hat too.","51","",""
"","21099","survey-text","6","2.0.0","261284","pqf2c09ge3o","","","","{""image_description"":""This shape is similar to a rectangle, with a bit more sides that are almost straight. ""}","","","","","stimuli/35.jpg","easy","NaN","This shape is similar to a rectangle, with a bit more sides that are almost straight. ","16","",""
"","41832","survey-text","7","2.0.0","303131","pqf2c09ge3o","","","","{""image_description"":""This shape looks like a fat deer antler. It has two thorny, pointy shapes going opposite ways.""}","","","","","stimuli/83.jpg","medium","NaN","This shape looks like a fat deer antler. It has two thorny, pointy shapes going opposite ways.","17","",""
"","22154","survey-text","8","2.0.0","325296","pqf2c09ge3o","","","","{""image_description"":""This is a triangle. Look like a backwards \""play\"" button.""}","","","","","stimuli/3.jpg","easy","NaN","This is a triangle. Look like a backwards ""play"" button.","10","",""
"","26839","survey-text","9","2.0.0","352146","pqf2c09ge3o","","","","{""image_description"":""This looks like a 4-sided ninja star with really weird, incongruent shapes for each point.""}","","","","","stimuli/75.jpg","medium","NaN","This looks like a 4-sided ninja star with really weird, incongruent shapes for each point.","15","",""
"","65314","survey-text","10","2.0.0","417483","pqf2c09ge3o","","","","{""image_description"":""This shape looks like a shield that any person would think of from the medieval ages. OR WAIT NO, it looks like a shield-shaped pendant or brooch.""}","","","","","stimuli/51.jpg","easy","NaN","This shape looks like a shield that any person would think of from the medieval ages. OR WAIT NO, it looks like a shield-shaped pendant or brooch.","27","",""
"","29468","survey-text","11","2.0.0","446962","pqf2c09ge3o","","","","{""image_description"":""This shape look's like one of Mr.Krab's claws, opened from the right towards the left.""}","","","","","stimuli/43.jpg","easy","NaN","This shape look's like one of Mr.Krab's claws, opened from the right towards the left.","15","",""
"","18789","survey-text","12","2.0.0","465769","pqf2c09ge3o","","","","{""image_description"":""This looks like an elephant with really small ears and point legs, no tails.""}","","","","","stimuli/59.jpg","medium","NaN","This looks like an elephant with really small ears and point legs, no tails.","14","",""
"","18169","survey-text","13","2.0.0","483953","pqf2c09ge3o","","","","{""image_description"":""This look like a stick figure gun being pointed towards the right and up.""}","","","","","stimuli/19.jpg","easy","NaN","This look like a stick figure gun being pointed towards the right and up.","14","",""
"","26494","survey-text","14","2.0.0","510454","pqf2c09ge3o","","","","{""image_description"":""This shape looks like a fat gun pointed towards the grown, super stick-figure and short handle.""}","","","","","stimuli/27.jpg","easy","NaN","This shape looks like a fat gun pointed towards the grown, super stick-figure and short handle.","16","",""
"","41636","survey-text","15","2.0.0","552094","pqf2c09ge3o","","","","{""image_description"":""This looks like a chimpanzee with a Pikachu-looking tail. It's facing the right side, so we only get a side view, and it has massive arms and feet.""}","","","","","stimuli/139.jpg","hard","NaN","This looks like a chimpanzee with a Pikachu-looking tail. It's facing the right side, so we only get a side view, and it has massive arms and feet.","28","",""
"","47811","survey-text","16","2.0.0","599915","pqf2c09ge3o","","","","{""image_description"":""This shape has the bottom of a Spade, with 4-pointy sides, kind of like a really weird tree with no leaves, but crazy, angular fluff.""}","","","","","stimuli/115.jpg","hard","NaN","This shape has the bottom of a Spade, with 4-pointy sides, kind of like a really weird tree with no leaves, but crazy, angular fluff.","25","",""
"","29515","survey-text","17","2.0.0","629436","pqf2c09ge3o","","","","{""image_description"":""This looks like one of the bird Pokemons, I have no idea the name, But it's got a beak and 3 point hairs, and a tail.""}","","","","","stimuli/131.jpg","hard","NaN","This looks like one of the bird Pokemons, I have no idea the name, But it's got a beak and 3 point hairs, and a tail.","26","",""
"","55975","survey-text","18","2.0.0","685419","pqf2c09ge3o","","","","{""image_description"":""This shape looks like a pterodactyl flying over in the sky, scouting for prey. Super stick-figure-like.""}","","","","","stimuli/155.jpg","hard","NaN","This shape looks like a pterodactyl flying over in the sky, scouting for prey. Super stick-figure-like.","16","",""
