"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","participant_gender","stimulus","response","timeout","failed_images","failed_audio","failed_video","figure","difficulty","response_time_seconds","text_response","word_count","response_index","question_order"
"true","976","fullscreen","0","null","1980","pgnbw86ute2","","","","","","","","","","","","","","",""
"","9512","html-keyboard-response","1","2.0.0","11494","pgnbw86ute2","","","
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>"," ","","","","","","","","","","",""
"","2079","survey-text","2","2.0.0","13578","pgnbw86ute2","","","","{""participant_id"":""mouse""}","","","","","","","","","","",""
"true","","preload","3","2.0.0","13834","pgnbw86ute2","","","","","false","[]","[]","[]","","","","","","",""
"","56303","survey-text","4","2.0.0","70160","pgnbw86ute2","","","","{""image_description"":""sharp and jagged, a main shape with two branches at the bottom, the left being longer and lower than the right""}","","","","","stimuli/135.jpg","hard","NaN","sharp and jagged, a main shape with two branches at the bottom, the left being longer and lower than the right","21","",""
"","31215","survey-text","5","2.0.0","101388","pgnbw86ute2","","","","{""image_description"":""sharp and like a triangle, has a heel at the bottom and leans to the left""}","","","","","stimuli/39.jpg","easy","NaN","sharp and like a triangle, has a heel at the bottom and leans to the left","16","",""
"","58232","survey-text","6","2.0.0","159629","pgnbw86ute2","","","","{""image_description"":""almost like a bowtie with two traingular sides, the right side is larger and appears like a trapezoid while the left is similar yet smaller, with the upper left vertex distorted""}","","","","","stimuli/23.jpg","easy","NaN","almost like a bowtie with two traingular sides, the right side is larger and appears like a trapezoid while the left is similar yet smaller, with the upper left vertex distorted","31","",""
"","55632","survey-text","7","2.0.0","215274","pgnbw86ute2","","","","{""image_description"":""like the shape of a U almost or the top of a wrench, two spikes on the way down of the right side and a spiky triangle shape at the bottom""}","","","","","stimuli/63.jpg","medium","NaN","like the shape of a U almost or the top of a wrench, two spikes on the way down of the right side and a spiky triangle shape at the bottom","31","",""
"","103703","survey-text","8","2.0.0","318985","pgnbw86ute2","","","","{""image_description"":""The left attachment looks almost like a bird with a head and two wings, connected to the right side of the shape, which is generally looks like a right angle triangle with some dips in the shape ""}","","","","","stimuli/159.jpg","hard","NaN","The left attachment looks almost like a bird with a head and two wings, connected to the right side of the shape, which is generally looks like a right angle triangle with some dips in the shape ","37","",""
"","97728","survey-text","9","2.0.0","416725","pgnbw86ute2","","","","{""image_description"":""overall shape almost like a square, dips inside with square-like spaces, upper left point has a triangle dip, middle top has a trapezoid dip, upper right point has a triangle addition, left side has rectangular dip""}","","","","","stimuli/87.jpg","medium","NaN","overall shape almost like a square, dips inside with square-like spaces, upper left point has a triangle dip, middle top has a trapezoid dip, upper right point has a triangle addition, left side has rectangular dip","36","",""
"","54387","survey-text","10","2.0.0","471126","pgnbw86ute2","","","","{""image_description"":""looks almost like a pair of legs, two attachments with a larger top and a sharp traingular bottom, a rectangular shape is attached on the top right point of this \""leg\"" shape""}","","","","","stimuli/143.jpg","hard","NaN","looks almost like a pair of legs, two attachments with a larger top and a sharp traingular bottom, a rectangular shape is attached on the top right point of this ""leg"" shape","32","",""
"","40652","survey-text","11","2.0.0","511788","pgnbw86ute2","","","","{""image_description"":""like a rectangle, but warped to the right, imagine you had a rectangle but moved the upper left point down, bottom left point in, and bottom right point out""}","","","","","stimuli/7.jpg","easy","NaN","like a rectangle, but warped to the right, imagine you had a rectangle but moved the upper left point down, bottom left point in, and bottom right point out","29","",""
"","43507","survey-text","12","2.0.0","555303","pgnbw86ute2","","","","{""image_description"":""more round, like a puffed square but the middle top has a trapezoid-like dip, but the left side top has a triangular-like dip""}","","","","","stimuli/71.jpg","medium","NaN","more round, like a puffed square but the middle top has a trapezoid-like dip, but the left side top has a triangular-like dip","23","",""
"","95837","survey-text","13","2.0.0","651147","pgnbw86ute2","","","","{""image_description"":""almost looks like a side profile, right side has a general triangular-like shape with a \""forehead\"", \""nose\"", and \""chin\"" extrusion, as well as a neck, left side of this face-shape there is a rectangular like extrusion with a triangular tip at the bottom left""}","","","","","stimuli/79.jpg","medium","NaN","almost looks like a side profile, right side has a general triangular-like shape with a ""forehead"", ""nose"", and ""chin"" extrusion, as well as a neck, left side of this face-shape there is a rectangular like extrusion with a triangular tip at the bottom left","44","",""
"","40075","survey-text","14","2.0.0","691230","pgnbw86ute2","","","","{""image_description"":""like a house shape, but you moved the top point of the roof and shifted it to the right and up, then flipped it upside down""}","","","","","stimuli/15.jpg","easy","NaN","like a house shape, but you moved the top point of the roof and shifted it to the right and up, then flipped it upside down","26","",""
"","90250","survey-text","15","2.0.0","781493","pgnbw86ute2","","","","{""image_description"":""looks almost like a state, bottom is a trapezoidal-like shape, top has various attachments, leftmost is a square-like shape, middle is a triple-branched rectangular shape, right has a trapezoidal-like attachment ""}","","","","","stimuli/111.jpg","hard","NaN","looks almost like a state, bottom is a trapezoidal-like shape, top has various attachments, leftmost is a square-like shape, middle is a triple-branched rectangular shape, right has a trapezoidal-like attachment ","30","",""
"","62504","survey-text","16","2.0.0","844009","pgnbw86ute2","","","","{""image_description"":""looks like a distorted letter \""F\"" almost, two branches at the top, the top is more triangular while the bottom is most rectangular, the bottom-most shape is triangular""}","","","","","stimuli/31.jpg","easy","NaN","looks like a distorted letter ""F"" almost, two branches at the top, the top is more triangular while the bottom is most rectangular, the bottom-most shape is triangular","28","",""
"","67365","survey-text","17","2.0.0","911382","pgnbw86ute2","","","","{""image_description"":""overall shape is has around 3 branches, one left rectangular one, one middle traingular one, the right one is like a right angle triangle""}","","","","","stimuli/55.jpg","medium","NaN","overall shape is has around 3 branches, one left rectangular one, one middle traingular one, the right one is like a right angle triangle","24","",""
"","57499","survey-text","18","2.0.0","968924","pgnbw86ute2","","","","{""image_description"":""almost like a flipped letter E, the top has two triangular-like extrusions, the middle is a traingular spike to the left, bottom is a rounder rectangular like shape""}","","","","","stimuli/127.jpg","hard","NaN","almost like a flipped letter E, the top has two triangular-like extrusions, the middle is a traingular spike to the left, bottom is a rounder rectangular like shape","28","",""
"","76562","survey-text","19","2.0.0","1045498","pgnbw86ute2","","","","{""image_description"":""very blocky, overall shape like a house, but the left top has a triangular extrusion and a rectangular extrusion in the middle, bottom has a small rectangular extrusion as well""}","","","","","stimuli/47.jpg","easy","NaN","very blocky, overall shape like a house, but the left top has a triangular extrusion and a rectangular extrusion in the middle, bottom has a small rectangular extrusion as well","30","",""
"","75848","survey-text","20","2.0.0","1121353","pgnbw86ute2","","","","{""image_description"":""very angular and sharp, think an angled-long rectangle in the middle, bottom left there is a sharp rectangular extrusion, middle of the left side there is an \""arrow\"" like shape with a large triangular top attached and facing down, bottom right has a trangular-like extrusion""}","","","","","stimuli/103.jpg","medium","NaN","very angular and sharp, think an angled-long rectangle in the middle, bottom left there is a sharp rectangular extrusion, middle of the left side there is an ""arrow"" like shape with a large triangular top attached and facing down, bottom right has a trangular-like extrusion","45","",""
"","38022","survey-text","21","2.0.0","1159384","pgnbw86ute2","","","","{""image_description"":""like a flipped 90 degree bowtie or butterfly almost, sides are jagged and squiggly""}","","","","","stimuli/151.jpg","hard","NaN","like a flipped 90 degree bowtie or butterfly almost, sides are jagged and squiggly","14","",""
"","54575","survey-text","22","2.0.0","1213972","pgnbw86ute2","","","","{""image_description"":""like a bird perched on a rock, bird shape is on the right and birds beak is facing inward, almost like the image of a bluejay but simplified, left is a \""rock\"" like shape""}","","","","","stimuli/119.jpg","hard","NaN","like a bird perched on a rock, bird shape is on the right and birds beak is facing inward, almost like the image of a bluejay but simplified, left is a ""rock"" like shape","34","",""
"","103470","survey-text","23","2.0.0","1317454","pgnbw86ute2","","","","{""image_description"":""blocky and rectangular, 3 parts to the shape, left most branch is rectangular shapped, middle is the higher shape but blocky and jagged, right most shape is small and rectangular""}","","","","","stimuli/95.jpg","medium","NaN","blocky and rectangular, 3 parts to the shape, left most branch is rectangular shapped, middle is the higher shape but blocky and jagged, right most shape is small and rectangular","30","",""
"","17453","survey-text","24","2.0.0","1334911","pgnbw86ute2","","","","{""participant_major"":""Cognitive Sciences: Design + Interaction, Interdisciplinary Computing in the Arts""}","","","","","","","","","","",""
"","2235","survey-multi-choice","25","2.2.0","1337153","pgnbw86ute2","","","","{""participant_gender"":""Female""}","","","","","","","","","","[0]","[0]"
