"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","participant_gender","stimulus","response","timeout","failed_images","failed_audio","failed_video","figure","difficulty","response_time_seconds","text_response","word_count","response_index","question_order"
"true","2284","fullscreen","0","null","3287","pdo26h1hbg4","","","","","","","","","","","","","","",""
"","2617","html-keyboard-response","1","2.0.0","5908","pdo26h1hbg4","","","
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>"," ","","","","","","","","","","",""
"","2723","survey-text","2","2.0.0","8636","pdo26h1hbg4","","","","{""participant_id"":""Manatee""}","","","","","","","","","","",""
"true","","preload","3","2.0.0","9466","pdo26h1hbg4","","","","","false","[]","[]","[]","","","","","","",""
"","63146","survey-text","4","2.0.0","72620","pdo26h1hbg4","","","","{""image_description"":""This it very close to a full square with different angles, however there is almost an arrow shape going down on the left side of the shape.""}","","","","","stimuli/91.jpg","medium","NaN","This it very close to a full square with different angles, however there is almost an arrow shape going down on the left side of the shape.","27","",""
"","112596","survey-text","5","2.0.0","185219","pdo26h1hbg4","","","","{""image_description"":""This shape has 13 sides, with many different angles. It looks like a shark bite at the bottom with the triangles.""}","","","","","stimuli/59.jpg","medium","NaN","This shape has 13 sides, with many different angles. It looks like a shark bite at the bottom with the triangles.","21","",""
"","81747","survey-text","6","2.0.0","266968","pdo26h1hbg4","","","","{""image_description"":""This shape looks similar to a crinkled up leaf of some kind. It has multiple sides with multiple different angles.""}","","","","","stimuli/123.jpg","hard","NaN","This shape looks similar to a crinkled up leaf of some kind. It has multiple sides with multiple different angles.","20","",""
"","41030","survey-text","7","2.0.0","308000","pdo26h1hbg4","","","","{""image_description"":""This shape looks similar to a helmet worn by motorcyclists. It has a large triangle opening on the left side, while having 10 sides in all.""}","","","","","stimuli/43.jpg","easy","NaN","This shape looks similar to a helmet worn by motorcyclists. It has a large triangle opening on the left side, while having 10 sides in all.","26","",""
"","76048","survey-text","8","2.0.0","384051","pdo26h1hbg4","","","","{""image_description"":""This shape looks similar to a leaf, having that \""stem\"" at the bottom with the main foliage part around it.""}","","","","","stimuli/115.jpg","hard","NaN","This shape looks similar to a leaf, having that ""stem"" at the bottom with the main foliage part around it.","20","",""
"","47262","survey-text","9","2.0.0","431316","pdo26h1hbg4","","","","{""image_description"":""This shape looks like sonic the hedgehog. The spikes on the side mimicking his hair and the left side looking like a foot. ""}","","","","","stimuli/131.jpg","hard","NaN","This shape looks like sonic the hedgehog. The spikes on the side mimicking his hair and the left side looking like a foot. ","23","",""
"","45630","survey-text","10","2.0.0","476950","pdo26h1hbg4","","","","{""image_description"":""This looks similar to an island with many sides and angles. ""}","","","","","stimuli/147.jpg","hard","NaN","This looks similar to an island with many sides and angles. ","11","",""
"","40414","survey-text","11","2.0.0","517366","pdo26h1hbg4","","","","{""image_description"":""This shape is looks like a diamond. It does have 5 sides.""}","","","","","stimuli/11.jpg","easy","NaN","This shape is looks like a diamond. It does have 5 sides.","12","",""
"","45446","survey-text","12","2.0.0","562815","pdo26h1hbg4","","","","{""image_description"":""This shape looks like a state due to the different angles causing it to have more sides than a completed sqaure.\n""}","","","","","stimuli/35.jpg","easy","NaN","This shape looks like a state due to the different angles causing it to have more sides than a completed sqaure.
","21","",""
"","46582","survey-text","13","2.0.0","609399","pdo26h1hbg4","","","","{""image_description"":""This shape looks similar to a tank. The bottom looks like wheels while the top looks like it has the entrance. \n""}","","","","","stimuli/67.jpg","medium","NaN","This shape looks similar to a tank. The bottom looks like wheels while the top looks like it has the entrance. 
","21","",""
"","18213","survey-text","14","2.0.0","627614","pdo26h1hbg4","","","","{""image_description"":""This shape looks like a fish that has fins.""}","","","","","stimuli/51.jpg","easy","NaN","This shape looks like a fish that has fins.","9","",""
"","22550","survey-text","15","2.0.0","650165","pdo26h1hbg4","","","","{""image_description"":""This shape looks similar to a bird. It has wings on either side and a beak on the top. ""}","","","","","stimuli/75.jpg","medium","NaN","This shape looks similar to a bird. It has wings on either side and a beak on the top. ","19","",""
"","53847","survey-text","16","2.0.0","704015","pdo26h1hbg4","","","","{""image_description"":""This shape looks similar to a squirt gun with the handle shape at the bottom. ""}","","","","","stimuli/19.jpg","easy","NaN","This shape looks similar to a squirt gun with the handle shape at the bottom. ","15","",""
"","20830","survey-text","17","2.0.0","724847","pdo26h1hbg4","","","","{""image_description"":""This shape looks similar to an excavator. ""}","","","","","stimuli/99.jpg","medium","NaN","This shape looks similar to an excavator. ","7","",""
"","28549","survey-text","18","2.0.0","753398","pdo26h1hbg4","","","","{""image_description"":""This shape looks like a person running with the triangle on the right looking like their knee is bent running.""}","","","","","stimuli/139.jpg","hard","NaN","This shape looks like a person running with the triangle on the right looking like their knee is bent running.","20","",""
"","49046","survey-text","19","2.0.0","802447","pdo26h1hbg4","","","","{""image_description"":""This shape looks like a unicorn with a horn at the top right and the wings at the top as well.""}","","","","","stimuli/155.jpg","hard","NaN","This shape looks like a unicorn with a horn at the top right and the wings at the top as well.","21","",""
"","37032","survey-text","20","2.0.0","839481","pdo26h1hbg4","","","","{""image_description"":""This shape looks like an open shark jaw.""}","","","","","stimuli/83.jpg","medium","NaN","This shape looks like an open shark jaw.","8","",""
"","81179","survey-text","21","2.0.0","920663","pdo26h1hbg4","","","","{""image_description"":""This shape looks similar to a person wearing a cap (like graduation) with their mouth open and the person looking to the left. They have what looks like hair on the right side of their head. ""}","","","","","stimuli/107.jpg","hard","NaN","This shape looks similar to a person wearing a cap (like graduation) with their mouth open and the person looking to the left. They have what looks like hair on the right side of their head. ","36","",""
"","65898","survey-text","22","2.0.0","986562","pdo26h1hbg4","","","","{""image_description"":""This shape has 8 sides, it looks similar to New York state on the right hand side. ""}","","","","","stimuli/27.jpg","easy","NaN","This shape has 8 sides, it looks similar to New York state on the right hand side. ","17","",""
"","8450","survey-text","23","2.0.0","995013","pdo26h1hbg4","","","","{""image_description"":""This is a triangle with three sides.""}","","","","","stimuli/3.jpg","easy","NaN","This is a triangle with three sides.","7","",""
"","18180","survey-text","24","2.0.0","1013195","pdo26h1hbg4","","","","{""participant_major"":""Cognitive Science, Cognitive and Behavior Neuroscience""}","","","","","","","","","","",""
"","2130","survey-multi-choice","25","2.2.0","1015329","pdo26h1hbg4","","","","{""participant_gender"":""Female""}","","","","","","","","","","[0]","[0]"
